"Baldwin-Whitehall School District","1","1008","50","50"
"400","NeedGoogleMapsAPIKey","40.343028","-79.980889","1"
"401","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"402","NeedGoogleMapsAPIKey","40.3433555","-79.9820403","1"
"403","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"404","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"405","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"406","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"407","NeedGoogleMapsAPIKey","40.3412418","-79.9808971","1"
"408","NeedGoogleMapsAPIKey","40.3433555","-79.9820403","1"
"409","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"410","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"411","NeedGoogleMapsAPIKey","40.3429105","-79.9820053","1"
"412","NeedGoogleMapsAPIKey","40.3422804","-79.9817633","1"
"413","NeedGoogleMapsAPIKey","40.3427604","-79.9819622","1"
"414","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"415","NeedGoogleMapsAPIKey","40.3427604","-79.9819622","1"
"416","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"417","NeedGoogleMapsAPIKey","40.3414171","-79.9809727","1"
"418","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"419","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"420","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"421","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"422","NeedGoogleMapsAPIKey","40.3434873","-79.9821113","1"
"423","NeedGoogleMapsAPIKey","40.3433555","-79.9820403","1"
"424","NeedGoogleMapsAPIKey","40.3436734","-79.9819274","1"
"425","NeedGoogleMapsAPIKey","40.3419039","-79.9807575","1"
"426","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"427","NeedGoogleMapsAPIKey","40.3427079","-79.9806267","1"
"428","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"429","NeedGoogleMapsAPIKey","40.3443385","-79.9817089","1"
"430","NeedGoogleMapsAPIKey","40.3419039","-79.9807575","1"
"431","NeedGoogleMapsAPIKey","40.3423697","-79.9819799","1"
"432","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"433","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"434","NeedGoogleMapsAPIKey","40.3417805","-79.9808913","1"
"435","NeedGoogleMapsAPIKey","40.3422804","-79.9817633","1"
"436","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"437","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"438","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"439","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"440","NeedGoogleMapsAPIKey","40.3404582","-79.9816118","1"
"441","NeedGoogleMapsAPIKey","40.3429105","-79.9820053","1"
"442","NeedGoogleMapsAPIKey","40.3417805","-79.9808913","1"
"443","NeedGoogleMapsAPIKey","40.3419539","-79.9804434","1"
"444","NeedGoogleMapsAPIKey","40.3430154","-79.9817389","1"
"445","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"446","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"447","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"448","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"449","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"450","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"451","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"452","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"453","NeedGoogleMapsAPIKey","40.3419977","-79.9842559","1"
"454","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"455","NeedGoogleMapsAPIKey","40.3429105","-79.9820053","1"
"456","NeedGoogleMapsAPIKey","40.3421674","-79.9842951","1"
"457","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"458","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"459","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"460","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"461","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"462","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"463","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"464","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"465","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"466","NeedGoogleMapsAPIKey","40.3437935","-79.9812673","1"
"467","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"468","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"469","NeedGoogleMapsAPIKey","40.3419039","-79.9807575","1"
"470","NeedGoogleMapsAPIKey","40.3430154","-79.9817389","1"
"471","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"472","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"473","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"474","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"475","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"476","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"477","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"478","NeedGoogleMapsAPIKey","40.3443498","-79.981789","1"
"479","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"480","NeedGoogleMapsAPIKey","40.3423171","-79.9808716","1"
"481","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"482","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"483","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"484","NeedGoogleMapsAPIKey","40.340393","-79.9814554","1"
"485","NeedGoogleMapsAPIKey","40.3423697","-79.9819799","1"
"486","NeedGoogleMapsAPIKey","40.3436734","-79.9819274","1"
"487","NeedGoogleMapsAPIKey","40.3430154","-79.9817389","1"
"488","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"489","NeedGoogleMapsAPIKey","40.3432109","-79.9808963","1"
"490","NeedGoogleMapsAPIKey","40.341742","-79.9815481","1"
"491","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"492","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"493","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"494","NeedGoogleMapsAPIKey","40.343028","-79.980889","1"
"495","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"496","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"497","NeedGoogleMapsAPIKey","40.3412418","-79.9808971","1"
"498","NeedGoogleMapsAPIKey","40.3404582","-79.9816118","1"
"499","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"500","NeedGoogleMapsAPIKey","40.3422804","-79.9817633","1"
"501","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"502","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"503","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"504","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"505","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"506","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"507","NeedGoogleMapsAPIKey","40.3424933","-79.981518","1"
"508","NeedGoogleMapsAPIKey","40.3412418","-79.9808971","1"
"509","NeedGoogleMapsAPIKey","40.3404582","-79.9816118","1"
"510","NeedGoogleMapsAPIKey","40.3427079","-79.9806267","1"
"511","NeedGoogleMapsAPIKey","40.343619","-79.9814227","1"
"512","NeedGoogleMapsAPIKey","40.340393","-79.9814554","1"
"513","NeedGoogleMapsAPIKey","40.3412418","-79.9808971","1"
"514","NeedGoogleMapsAPIKey","40.3407385","-79.9842947","1"
"515","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"516","NeedGoogleMapsAPIKey","40.343619","-79.9814227","1"
"517","NeedGoogleMapsAPIKey","40.3432142","-79.981503","1"
"518","NeedGoogleMapsAPIKey","40.340393","-79.9814554","1"
"519","NeedGoogleMapsAPIKey","40.3426045","-79.9809059","1"
"520","NeedGoogleMapsAPIKey","40.3443607","-79.9818661","1"
"521","NeedGoogleMapsAPIKey","40.3434873","-79.9821113","1"
"522","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"523","NeedGoogleMapsAPIKey","40.3422804","-79.9817633","1"
"524","NeedGoogleMapsAPIKey","40.3429038","-79.9806251","1"
"525","NeedGoogleMapsAPIKey","40.3436837","-79.9817263","1"
"526","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"527","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"528","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"529","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"530","NeedGoogleMapsAPIKey","40.3426207","-79.9844015","1"
"531","NeedGoogleMapsAPIKey","40.3432142","-79.981503","1"
"532","NeedGoogleMapsAPIKey","40.3432109","-79.9808963","1"
"533","NeedGoogleMapsAPIKey","40.3417805","-79.9808913","1"
"534","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"535","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"536","NeedGoogleMapsAPIKey","40.3429105","-79.9820053","1"
"537","NeedGoogleMapsAPIKey","40.3427604","-79.9819622","1"
"538","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"539","NeedGoogleMapsAPIKey","40.3417805","-79.9808913","1"
"540","NeedGoogleMapsAPIKey","40.3419039","-79.9807575","1"
"541","NeedGoogleMapsAPIKey","40.3422804","-79.9817633","1"
"542","NeedGoogleMapsAPIKey","40.3436837","-79.9817263","1"
"543","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"544","NeedGoogleMapsAPIKey","40.3423697","-79.9819799","1"
"545","NeedGoogleMapsAPIKey","40.3424933","-79.981518","1"
"546","NeedGoogleMapsAPIKey","40.343028","-79.980889","1"
"547","NeedGoogleMapsAPIKey","40.3427079","-79.9806267","1"
"548","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"549","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"550","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"551","NeedGoogleMapsAPIKey","40.3419539","-79.9804434","1"
"552","NeedGoogleMapsAPIKey","40.3419539","-79.9804434","1"
"553","NeedGoogleMapsAPIKey","40.3430154","-79.9817389","1"
"554","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"555","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"556","NeedGoogleMapsAPIKey","40.3424065","-79.9809012","1"
"557","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"558","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"559","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"560","NeedGoogleMapsAPIKey","40.340393","-79.9814554","1"
"561","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"562","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"563","NeedGoogleMapsAPIKey","40.3429134","-79.9814926","1"
"564","NeedGoogleMapsAPIKey","40.340393","-79.9814554","1"
"565","NeedGoogleMapsAPIKey","40.3425184","-79.9818053","1"
"566","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"567","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"568","NeedGoogleMapsAPIKey","40.3420059","-79.983972","1"
"569","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"570","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"571","NeedGoogleMapsAPIKey","40.343619","-79.9814227","1"
"572","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"573","NeedGoogleMapsAPIKey","40.3408172","-79.9815891","1"
"574","NeedGoogleMapsAPIKey","40.3414688","-79.9830692","1"
"575","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"576","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"577","NeedGoogleMapsAPIKey","40.3423697","-79.9819799","1"
"578","NeedGoogleMapsAPIKey","40.3410353","-79.9809143","1"
"579","NeedGoogleMapsAPIKey","40.3432142","-79.981503","1"
"580","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"581","NeedGoogleMapsAPIKey","40.3434873","-79.9821113","1"
"582","NeedGoogleMapsAPIKey","40.3417569","-79.9820399","1"
"583","NeedGoogleMapsAPIKey","40.3662524","-79.9696992","1"
"584","NeedGoogleMapsAPIKey","40.3658552","-79.9683559","1"
"585","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"586","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"587","NeedGoogleMapsAPIKey","40.3663414","-79.9685109","1"
"588","NeedGoogleMapsAPIKey","40.3664324","-79.967109","1"
"589","NeedGoogleMapsAPIKey","40.3662091","-79.9685853","1"
"590","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"591","NeedGoogleMapsAPIKey","40.364701","-79.9681766","1"
"592","NeedGoogleMapsAPIKey","40.3642528","-79.9685255","1"
"593","NeedGoogleMapsAPIKey","40.3645087","-79.9669239","1"
"594","NeedGoogleMapsAPIKey","40.3660778","-79.9685293","1"
"595","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"596","NeedGoogleMapsAPIKey","40.3658157","-79.9691301","1"
"597","NeedGoogleMapsAPIKey","40.3667994","-79.9679799","1"
"598","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"599","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"600","NeedGoogleMapsAPIKey","40.3638123","-79.9675382","1"
"601","NeedGoogleMapsAPIKey","40.364976","-79.9703697","1"
"602","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"603","NeedGoogleMapsAPIKey","40.3651401","-79.9681907","1"
"604","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"605","NeedGoogleMapsAPIKey","40.3666228","-79.9694239","1"
"606","NeedGoogleMapsAPIKey","40.3640491","-79.9689072","1"
"607","NeedGoogleMapsAPIKey","40.3645599","-79.9697044","1"
"608","NeedGoogleMapsAPIKey","40.3649742","-79.9679092","1"
"609","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"610","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"611","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"612","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"613","NeedGoogleMapsAPIKey","40.365314","-79.9691584","1"
"614","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"615","NeedGoogleMapsAPIKey","40.365578","-79.9688807","1"
"616","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"617","NeedGoogleMapsAPIKey","40.3672289","-79.9682733","1"
"618","NeedGoogleMapsAPIKey","40.3643757","-79.9686451","1"
"619","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"620","NeedGoogleMapsAPIKey","40.3663358","-79.9683962","1"
"621","NeedGoogleMapsAPIKey","40.3654226","-79.9676378","1"
"622","NeedGoogleMapsAPIKey","40.3661589","-79.9685953","1"
"623","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"624","NeedGoogleMapsAPIKey","40.3639235","-79.9698824","1"
"625","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"626","NeedGoogleMapsAPIKey","40.3649671","-79.9686064","1"
"627","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"628","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"629","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"630","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"631","NeedGoogleMapsAPIKey","40.366947","-79.9678303","1"
"632","NeedGoogleMapsAPIKey","40.3642438","-79.9692048","1"
"633","NeedGoogleMapsAPIKey","40.3640076","-79.9696658","1"
"634","NeedGoogleMapsAPIKey","40.3666918","-79.9680919","1"
"635","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"636","NeedGoogleMapsAPIKey","40.3657636","-79.9696216","1"
"637","NeedGoogleMapsAPIKey","40.3643892","-79.967056","1"
"638","NeedGoogleMapsAPIKey","40.3662063","-79.9692226","1"
"639","NeedGoogleMapsAPIKey","40.3663364","-79.9671644","1"
"640","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"641","NeedGoogleMapsAPIKey","40.365889","-79.9683084","1"
"642","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"643","NeedGoogleMapsAPIKey","40.3657502","-79.9691046","1"
"644","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"645","NeedGoogleMapsAPIKey","40.3653394","-79.9675083","1"
"646","NeedGoogleMapsAPIKey","40.3670077","-79.968499","1"
"647","NeedGoogleMapsAPIKey","40.3671855","-79.9683192","1"
"648","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"649","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"650","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"651","NeedGoogleMapsAPIKey","40.3654135","-79.9692927","1"
"652","NeedGoogleMapsAPIKey","40.3664962","-79.9682934","1"
"653","NeedGoogleMapsAPIKey","40.3673626","-79.9686471","1"
"654","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"655","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"656","NeedGoogleMapsAPIKey","40.3651438","-79.9688836","1"
"657","NeedGoogleMapsAPIKey","40.3673626","-79.9686471","1"
"658","NeedGoogleMapsAPIKey","40.366006","-79.9674799","1"
"659","NeedGoogleMapsAPIKey","40.3664908","-79.9669973","1"
"660","NeedGoogleMapsAPIKey","40.3666126","-79.9675442","1"
"661","NeedGoogleMapsAPIKey","40.3661056","-79.9697045","1"
"662","NeedGoogleMapsAPIKey","40.3662524","-79.9696992","1"
"663","NeedGoogleMapsAPIKey","40.3648706","-79.9702086","1"
"664","NeedGoogleMapsAPIKey","40.3646188","-79.9680558","1"
"665","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"666","NeedGoogleMapsAPIKey","40.3670338","-79.9677406","1"
"667","NeedGoogleMapsAPIKey","40.3655355","-79.9694604","1"
"668","NeedGoogleMapsAPIKey","40.3655836","-79.9703738","1"
"669","NeedGoogleMapsAPIKey","40.3652299","-79.9690178","1"
"670","NeedGoogleMapsAPIKey","40.3664244","-79.9677385","1"
"671","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"672","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"673","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"674","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"675","NeedGoogleMapsAPIKey","40.3663627","-79.9671369","1"
"676","NeedGoogleMapsAPIKey","40.3659557","-79.9705993","1"
"677","NeedGoogleMapsAPIKey","40.3659319","-79.9692085","1"
"678","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"679","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"680","NeedGoogleMapsAPIKey","40.3647457","-79.9692661","1"
"681","NeedGoogleMapsAPIKey","40.3651106","-79.9672108","1"
"682","NeedGoogleMapsAPIKey","40.364535","-79.9689573","1"
"683","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"684","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"685","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"686","NeedGoogleMapsAPIKey","40.3662524","-79.9696992","1"
"687","NeedGoogleMapsAPIKey","40.365668","-79.9695664","1"
"688","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"689","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"690","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"691","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"692","NeedGoogleMapsAPIKey","40.3662524","-79.9696992","1"
"693","NeedGoogleMapsAPIKey","40.3639598","-79.9687948","1"
"694","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"695","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"696","NeedGoogleMapsAPIKey","40.3663564","-79.9678124","1"
"697","NeedGoogleMapsAPIKey","40.3635871","-79.9696847","1"
"698","NeedGoogleMapsAPIKey","40.3666228","-79.9694239","1"
"699","NeedGoogleMapsAPIKey","40.3662524","-79.9696992","1"
"700","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"701","NeedGoogleMapsAPIKey","40.3672402","-79.9674823","1"
"702","NeedGoogleMapsAPIKey","40.3636604","-79.969457","1"
"703","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"704","NeedGoogleMapsAPIKey","40.3665834","-79.9682","1"
"705","NeedGoogleMapsAPIKey","40.3667774","-79.9673722","1"
"706","NeedGoogleMapsAPIKey","40.3657665","-79.9705554","1"
"707","NeedGoogleMapsAPIKey","40.3666228","-79.9694239","1"
"708","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"709","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"710","NeedGoogleMapsAPIKey","40.3666226","-79.9681604","1"
"711","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"712","NeedGoogleMapsAPIKey","40.3670338","-79.9677406","1"
"713","NeedGoogleMapsAPIKey","40.3644469","-79.9695245","1"
"714","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"715","NeedGoogleMapsAPIKey","40.3661187","-79.9674056","1"
"716","NeedGoogleMapsAPIKey","40.3672752","-79.9674442","1"
"717","NeedGoogleMapsAPIKey","40.3673626","-79.9686471","1"
"718","NeedGoogleMapsAPIKey","40.3666228","-79.9694239","1"
"719","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"720","NeedGoogleMapsAPIKey","40.3658099","-79.9696432","1"
"721","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"722","NeedGoogleMapsAPIKey","40.3650045","-79.9664263","1"
"723","NeedGoogleMapsAPIKey","40.3646597","-79.9698671","1"
"724","NeedGoogleMapsAPIKey","40.3656727","-79.9681049","1"
"725","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"726","NeedGoogleMapsAPIKey","40.3655137","-79.9666808","1"
"727","NeedGoogleMapsAPIKey","40.3669685","-79.968539","1"
"728","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"729","NeedGoogleMapsAPIKey","40.3665077","-79.9695451","1"
"730","NeedGoogleMapsAPIKey","40.3668532","-79.9686501","1"
"731","NeedGoogleMapsAPIKey","40.3660395","-79.9667947","1"
"732","NeedGoogleMapsAPIKey","40.3672554","-79.9687431","1"
"733","NeedGoogleMapsAPIKey","40.3657161","-79.9670263","1"
"734","NeedGoogleMapsAPIKey","40.3666228","-79.9694239","1"
"735","NeedGoogleMapsAPIKey","40.3673626","-79.9686471","1"
"736","NeedGoogleMapsAPIKey","40.3662732","-79.9679073","1"
"737","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"738","NeedGoogleMapsAPIKey","40.3669792","-79.964427","1"
"739","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"740","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"741","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"742","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"743","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"744","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"745","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"746","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"747","NeedGoogleMapsAPIKey","40.3673137","-79.9655338","1"
"748","NeedGoogleMapsAPIKey","40.3669792","-79.964427","1"
"749","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"750","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"751","NeedGoogleMapsAPIKey","40.3652998","-79.9645802","1"
"752","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"753","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"754","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"755","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"756","NeedGoogleMapsAPIKey","40.3652998","-79.9645802","1"
"757","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"758","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"759","NeedGoogleMapsAPIKey","40.3677971","-79.9649039","1"
"760","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"761","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"762","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"763","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"764","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"765","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"766","NeedGoogleMapsAPIKey","40.3660319","-79.9638454","1"
"767","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"768","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"769","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"770","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"771","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"772","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"773","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"774","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"775","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"776","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"777","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"778","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"779","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"780","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"781","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"782","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"783","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"784","NeedGoogleMapsAPIKey","40.3674251","-79.9665285","1"
"785","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"786","NeedGoogleMapsAPIKey","40.3669792","-79.964427","1"
"787","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"788","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"789","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"790","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"791","NeedGoogleMapsAPIKey","40.3675438","-79.9663809","1"
"792","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"793","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"794","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"795","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"796","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"797","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"798","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"799","NeedGoogleMapsAPIKey","40.3677812","-79.966656","1"
