"Bermudian Springs School District","1","556","50","50"
"401","NeedGoogleMapsAPIKey","39.9952707","-77.0519969","1"
"402","NeedGoogleMapsAPIKey","39.9880809","-77.0495218","1"
"403","NeedGoogleMapsAPIKey","39.9868397","-77.0535702","1"
"404","NeedGoogleMapsAPIKey","39.9872449","-77.0504863","1"
"405","NeedGoogleMapsAPIKey","39.992434","-77.0470648","1"
"406","NeedGoogleMapsAPIKey","39.9892364","-77.0445018","1"
"407","NeedGoogleMapsAPIKey","39.9895037","-77.0469736","1"
"408","NeedGoogleMapsAPIKey","39.9870964","-77.0493925","1"
"409","NeedGoogleMapsAPIKey","39.9918943","-77.0464729","1"
"410","NeedGoogleMapsAPIKey","39.9894163","-77.0451317","1"
"411","NeedGoogleMapsAPIKey","39.9882607","-77.0526885","1"
"412","NeedGoogleMapsAPIKey","39.9865861","-77.0537204","1"
"413","NeedGoogleMapsAPIKey","39.9991408","-77.0574727","1"
"414","NeedGoogleMapsAPIKey","39.9920317","-77.0460467","1"
"415","NeedGoogleMapsAPIKey","39.9858595","-77.0535387","1"
"416","NeedGoogleMapsAPIKey","39.9921561","-77.0485956","1"
"417","NeedGoogleMapsAPIKey","39.9885391","-77.0503828","1"
"418","NeedGoogleMapsAPIKey","39.9867154","-77.0603883","1"
"419","NeedGoogleMapsAPIKey","39.9879844","-77.0617684","1"
"420","NeedGoogleMapsAPIKey","39.9852728","-77.0575932","1"
"421","NeedGoogleMapsAPIKey","39.9956004","-77.0512453","1"
"422","NeedGoogleMapsAPIKey","39.9917358","-77.0350286","1"
"423","NeedGoogleMapsAPIKey","39.9873707","-77.0342321","1"
"424","NeedGoogleMapsAPIKey","39.9965358","-77.0444601","1"
"425","NeedGoogleMapsAPIKey","39.9937698","-77.0380448","1"
"426","NeedGoogleMapsAPIKey","39.9898155","-77.0362061","1"
"427","NeedGoogleMapsAPIKey","39.9928121","-77.0354902","1"
"428","NeedGoogleMapsAPIKey","39.9889876","-77.0323065","1"
"429","NeedGoogleMapsAPIKey","39.9921671","-77.035074","1"
"430","NeedGoogleMapsAPIKey","39.995258","-77.0398885","1"
"431","NeedGoogleMapsAPIKey","39.9934264","-77.0379417","1"
"432","NeedGoogleMapsAPIKey","39.9866194","-77.0334551","1"
"433","NeedGoogleMapsAPIKey","39.9946201","-77.0381168","1"
"434","NeedGoogleMapsAPIKey","39.9910548","-77.0375215","1"
"435","NeedGoogleMapsAPIKey","39.9905029","-77.0319313","1"
"436","NeedGoogleMapsAPIKey","39.9970825","-77.0441856","1"
"437","NeedGoogleMapsAPIKey","39.9914494","-77.0349853","1"
"438","NeedGoogleMapsAPIKey","39.9911985","-77.0323263","1"
"439","NeedGoogleMapsAPIKey","39.9986303","-77.0370085","1"
"440","NeedGoogleMapsAPIKey","39.9922988","-77.038621","1"
"441","NeedGoogleMapsAPIKey","39.9999462","-77.0406049","1"
"442","NeedGoogleMapsAPIKey","39.9914812","-77.0369003","1"
"443","NeedGoogleMapsAPIKey","39.9924958","-77.0362171","1"
"444","NeedGoogleMapsAPIKey","39.9924078","-77.0364356","1"
"445","NeedGoogleMapsAPIKey","39.9937073","-77.0332517","1"
"446","NeedGoogleMapsAPIKey","39.9890093","-77.0350957","1"
"447","NeedGoogleMapsAPIKey","39.9931018","-77.0334861","1"
"448","NeedGoogleMapsAPIKey","39.9936898","-77.0364578","1"
"449","NeedGoogleMapsAPIKey","39.9949244","-77.033908","1"
"450","NeedGoogleMapsAPIKey","39.9879028","-77.0344998","1"
"451","NeedGoogleMapsAPIKey","39.9941061","-77.0356827","1"
"452","NeedGoogleMapsAPIKey","39.9890026","-77.0314171","1"
"453","NeedGoogleMapsAPIKey","39.996179","-77.0374399","1"
"454","NeedGoogleMapsAPIKey","39.99559","-77.0404217","1"
"455","NeedGoogleMapsAPIKey","39.995035","-77.0336575","1"
"456","NeedGoogleMapsAPIKey","39.988589","-77.0320978","1"
"457","NeedGoogleMapsAPIKey","39.9936927","-77.0336045","1"
"458","NeedGoogleMapsAPIKey","39.9929476","-77.0321391","1"
"459","NeedGoogleMapsAPIKey","39.9907146","-77.037361","1"
"460","NeedGoogleMapsAPIKey","39.9946836","-77.0318613","1"
"461","NeedGoogleMapsAPIKey","39.9946873","-77.0329343","1"
"462","NeedGoogleMapsAPIKey","39.9892026","-77.0314435","1"
"463","NeedGoogleMapsAPIKey","39.9918569","-77.0372864","1"
"464","NeedGoogleMapsAPIKey","39.9940458","-77.0318007","1"
"465","NeedGoogleMapsAPIKey","39.9919722","-77.0353682","1"
"466","NeedGoogleMapsAPIKey","40.0049755","-77.1112866","1"
"467","NeedGoogleMapsAPIKey","40.0076662","-77.1112277","1"
"468","NeedGoogleMapsAPIKey","39.9982957","-77.1148039","1"
"469","NeedGoogleMapsAPIKey","40.0057739","-77.1101332","1"
"470","NeedGoogleMapsAPIKey","40.0067806","-77.1129901","1"
"471","NeedGoogleMapsAPIKey","40.0019613","-77.1078006","1"
"472","NeedGoogleMapsAPIKey","40.0063199","-77.1077064","1"
"473","NeedGoogleMapsAPIKey","40.0039633","-77.1131816","1"
"474","NeedGoogleMapsAPIKey","40.0048382","-77.1106279","1"
"475","NeedGoogleMapsAPIKey","39.9930389","-77.0911498","1"
"476","NeedGoogleMapsAPIKey","39.9902865","-77.0898021","1"
"477","NeedGoogleMapsAPIKey","40.0018201","-77.1097663","1"
"478","NeedGoogleMapsAPIKey","39.9987933","-77.1106076","1"
"479","NeedGoogleMapsAPIKey","40.0028637","-77.1087721","1"
"480","NeedGoogleMapsAPIKey","40.0057943","-77.0987774","1"
"481","NeedGoogleMapsAPIKey","40.0018738","-77.108846","1"
"482","NeedGoogleMapsAPIKey","40.0024889","-77.1083575","1"
"483","NeedGoogleMapsAPIKey","40.0043834","-77.1075109","1"
"484","NeedGoogleMapsAPIKey","40.0007344","-77.1092747","1"
"485","NeedGoogleMapsAPIKey","40.003785","-77.1099549","1"
"486","NeedGoogleMapsAPIKey","40.0066587","-77.1091421","1"
"487","NeedGoogleMapsAPIKey","39.9992956","-77.1015663","1"
"488","NeedGoogleMapsAPIKey","40.0061184","-77.109192","1"
"489","NeedGoogleMapsAPIKey","40.0066351","-77.1076244","1"
"490","NeedGoogleMapsAPIKey","39.9906201","-77.0904272","1"
"491","NeedGoogleMapsAPIKey","40.0073019","-77.1102477","1"
"492","NeedGoogleMapsAPIKey","40.0048618","-77.1111409","1"
"493","NeedGoogleMapsAPIKey","39.9996586","-77.1050269","1"
"494","NeedGoogleMapsAPIKey","39.998042","-77.1008603","1"
"495","NeedGoogleMapsAPIKey","40.0018565","-77.1075203","1"
"496","NeedGoogleMapsAPIKey","40.0056348","-77.105155","1"
"497","NeedGoogleMapsAPIKey","40.0009285","-77.1105783","1"
"498","NeedGoogleMapsAPIKey","40.0065782","-77.1094012","1"
"499","NeedGoogleMapsAPIKey","40.0072316","-77.0952013","1"
"500","NeedGoogleMapsAPIKey","40.0023629","-77.1082318","1"
"501","NeedGoogleMapsAPIKey","39.9992613","-77.1099237","1"
"502","NeedGoogleMapsAPIKey","40.0057142","-77.1108479","1"
"503","NeedGoogleMapsAPIKey","40.0008578","-77.1035438","1"
"504","NeedGoogleMapsAPIKey","40.0048054","-77.1126729","1"
"505","NeedGoogleMapsAPIKey","40.0044322","-77.1124896","1"
"506","NeedGoogleMapsAPIKey","40.0056236","-77.1120798","1"
"507","NeedGoogleMapsAPIKey","40.0064155","-77.1124884","1"
"508","NeedGoogleMapsAPIKey","40.0013832","-77.1101766","1"
"509","NeedGoogleMapsAPIKey","39.9961721","-77.0948842","1"
"510","NeedGoogleMapsAPIKey","40.0007952","-77.1100315","1"
"511","NeedGoogleMapsAPIKey","40.0089267","-77.115996","1"
"512","NeedGoogleMapsAPIKey","40.0136156","-77.1318298","1"
"513","NeedGoogleMapsAPIKey","40.0074431","-77.1156332","1"
"514","NeedGoogleMapsAPIKey","40.0071246","-77.1139712","1"
"515","NeedGoogleMapsAPIKey","40.0063496","-77.1336894","1"
"516","NeedGoogleMapsAPIKey","40.0137352","-77.1269791","1"
"517","NeedGoogleMapsAPIKey","40.0102024","-77.1179662","1"
"518","NeedGoogleMapsAPIKey","40.0175533","-77.1243962","1"
"519","NeedGoogleMapsAPIKey","40.0121413","-77.1185092","1"
"520","NeedGoogleMapsAPIKey","40.0101957","-77.1185105","1"
"521","NeedGoogleMapsAPIKey","40.0102515","-77.1179996","1"
"522","NeedGoogleMapsAPIKey","40.0079529","-77.1144261","1"
"523","NeedGoogleMapsAPIKey","40.0081821","-77.1119041","1"
"524","NeedGoogleMapsAPIKey","40.0068631","-77.1146051","1"
"525","NeedGoogleMapsAPIKey","40.0100219","-77.1169508","1"
"526","NeedGoogleMapsAPIKey","40.0078728","-77.1149587","1"
"527","NeedGoogleMapsAPIKey","40.0068406","-77.1181049","1"
"528","NeedGoogleMapsAPIKey","40.0097059","-77.1178757","1"
"529","NeedGoogleMapsAPIKey","40.01435","-77.1237865","1"
"530","NeedGoogleMapsAPIKey","40.0087548","-77.1132218","1"
"531","NeedGoogleMapsAPIKey","40.0143271","-77.1197724","1"
"532","NeedGoogleMapsAPIKey","40.0072781","-77.113617","1"
"533","NeedGoogleMapsAPIKey","40.0109218","-77.1174685","1"
"534","NeedGoogleMapsAPIKey","40.0136218","-77.1196625","1"
"535","NeedGoogleMapsAPIKey","40.0107278","-77.1184393","1"
"536","NeedGoogleMapsAPIKey","40.0271194","-77.1989398","1"
"537","NeedGoogleMapsAPIKey","40.0179519","-77.215403","1"
"538","NeedGoogleMapsAPIKey","40.0254672","-77.2013337","1"
"539","NeedGoogleMapsAPIKey","40.0104659","-77.1895867","1"
"540","NeedGoogleMapsAPIKey","40.0251702","-77.2013735","1"
"541","NeedGoogleMapsAPIKey","40.0138973","-77.2012496","1"
"542","NeedGoogleMapsAPIKey","40.0170186","-77.2136411","1"
"543","NeedGoogleMapsAPIKey","40.0275874","-77.1953283","1"
"544","NeedGoogleMapsAPIKey","40.0166665","-77.2120601","1"
"545","NeedGoogleMapsAPIKey","40.0186633","-77.2030514","1"
"546","NeedGoogleMapsAPIKey","40.0212177","-77.2024971","1"
"547","NeedGoogleMapsAPIKey","40.0240565","-77.2016823","1"
"548","NeedGoogleMapsAPIKey","40.0169069","-77.2024757","1"
"549","NeedGoogleMapsAPIKey","40.0189419","-77.2024643","1"
"550","NeedGoogleMapsAPIKey","40.0186078","-77.2139537","1"
"551","NeedGoogleMapsAPIKey","40.0181402","-77.2143305","1"
"552","NeedGoogleMapsAPIKey","40.0133004","-77.2012537","1"
"553","NeedGoogleMapsAPIKey","40.0148508","-77.20175","1"
"554","NeedGoogleMapsAPIKey","40.0101646","-77.1867308","1"
"555","NeedGoogleMapsAPIKey","40.0269088","-77.202523","1"
"556","NeedGoogleMapsAPIKey","40.0153387","-77.2023821","1"
"1","Bermudian Springs El Sch","39.97999","-77.08449"
