"Avonworth School District","1","425","50","50"
"402","NeedGoogleMapsAPIKey","40.5384412","-80.0854184","1"
"403","NeedGoogleMapsAPIKey","40.5394733","-80.0845697","1"
"404","NeedGoogleMapsAPIKey","40.5389479","-80.0853598","1"
"405","NeedGoogleMapsAPIKey","40.5385343","-80.0835447","1"
"406","NeedGoogleMapsAPIKey","40.538644","-80.0850495","1"
"407","NeedGoogleMapsAPIKey","40.5375605","-80.0844307","1"
"408","NeedGoogleMapsAPIKey","40.5377004","-80.0837303","1"
"409","NeedGoogleMapsAPIKey","40.5396537","-80.0859253","1"
"410","NeedGoogleMapsAPIKey","40.5384031","-80.0864026","1"
"411","NeedGoogleMapsAPIKey","40.5389809","-80.0866525","1"
"412","NeedGoogleMapsAPIKey","40.5386007","-80.085016","1"
"413","NeedGoogleMapsAPIKey","40.5383305","-80.0827732","1"
"414","NeedGoogleMapsAPIKey","40.5392151","-80.0861958","1"
"415","NeedGoogleMapsAPIKey","40.5385004","-80.0844739","1"
"416","NeedGoogleMapsAPIKey","40.5390045","-80.0841448","1"
"417","NeedGoogleMapsAPIKey","40.540441","-80.0845551","1"
"418","NeedGoogleMapsAPIKey","40.5384748","-80.0857141","1"
"419","NeedGoogleMapsAPIKey","40.537914","-80.0851998","1"
"420","NeedGoogleMapsAPIKey","40.5389651","-80.0855414","1"
"421","NeedGoogleMapsAPIKey","40.5403465","-80.0853538","1"
"422","NeedGoogleMapsAPIKey","40.5379207","-80.0853039","1"
"423","NeedGoogleMapsAPIKey","40.5380345","-80.0846411","1"
"424","NeedGoogleMapsAPIKey","40.5393018","-80.083313","1"
"425","NeedGoogleMapsAPIKey","40.5393254","-80.084979","1"
"1","Avonworth Primary Center","40.54086","-80.09524"
