"Avonworth School District","1","477","50","50"
"402","NeedGoogleMapsAPIKey","40.5386423","-80.1177329","1"
"403","NeedGoogleMapsAPIKey","40.5375107","-80.1191083","1"
"404","NeedGoogleMapsAPIKey","40.540932","-80.118115","1"
"405","NeedGoogleMapsAPIKey","40.5384803","-80.1192977","1"
"406","NeedGoogleMapsAPIKey","40.5400014","-80.1179079","1"
"407","NeedGoogleMapsAPIKey","40.5376783","-80.1179418","1"
"408","NeedGoogleMapsAPIKey","40.5380116","-80.1193848","1"
"409","NeedGoogleMapsAPIKey","40.5386144","-80.1192412","1"
"410","NeedGoogleMapsAPIKey","40.539608","-80.1164001","1"
"411","NeedGoogleMapsAPIKey","40.5376508","-80.1177054","1"
"412","NeedGoogleMapsAPIKey","40.5405631","-80.1180455","1"
"413","NeedGoogleMapsAPIKey","40.5375684","-80.1192751","1"
"414","NeedGoogleMapsAPIKey","40.5390396","-80.1195861","1"
"415","NeedGoogleMapsAPIKey","40.5386084","-80.1197417","1"
"416","NeedGoogleMapsAPIKey","40.5376642","-80.1175788","1"
"417","NeedGoogleMapsAPIKey","40.5411519","-80.1179153","1"
"418","NeedGoogleMapsAPIKey","40.5412448","-80.11847","1"
"419","NeedGoogleMapsAPIKey","40.5413431","-80.1184075","1"
"420","NeedGoogleMapsAPIKey","40.538464","-80.1198013","1"
"421","NeedGoogleMapsAPIKey","40.537677","-80.1195849","1"
"422","NeedGoogleMapsAPIKey","40.539237","-80.1207734","1"
"423","NeedGoogleMapsAPIKey","40.5373399","-80.1181512","1"
"424","NeedGoogleMapsAPIKey","40.5410267","-80.1185849","1"
"425","NeedGoogleMapsAPIKey","40.5400803","-80.1172179","1"
"426","NeedGoogleMapsAPIKey","40.5523548","-80.0799093","1"
"427","NeedGoogleMapsAPIKey","40.5524353","-80.0799137","1"
"428","NeedGoogleMapsAPIKey","40.5515823","-80.0787687","1"
"429","NeedGoogleMapsAPIKey","40.5523524","-80.0799532","1"
"430","NeedGoogleMapsAPIKey","40.5523544","-80.0798356","1"
"431","NeedGoogleMapsAPIKey","40.5512533","-80.0787866","1"
"432","NeedGoogleMapsAPIKey","40.5513811","-80.0804628","1"
"433","NeedGoogleMapsAPIKey","40.5516642","-80.078828","1"
"434","NeedGoogleMapsAPIKey","40.5514633","-80.0798187","1"
"435","NeedGoogleMapsAPIKey","40.5518819","-80.0797464","1"
"436","NeedGoogleMapsAPIKey","40.5519355","-80.0796378","1"
"437","NeedGoogleMapsAPIKey","40.5524399","-80.0797939","1"
"438","NeedGoogleMapsAPIKey","40.5517374","-80.0803161","1"
"439","NeedGoogleMapsAPIKey","40.5508277","-80.07885","1"
"440","NeedGoogleMapsAPIKey","40.5506425","-80.0789152","1"
"441","NeedGoogleMapsAPIKey","40.5517652","-80.0787239","1"
"442","NeedGoogleMapsAPIKey","40.5513964","-80.0794042","1"
"443","NeedGoogleMapsAPIKey","40.5524326","-80.0799599","1"
"444","NeedGoogleMapsAPIKey","40.5519139","-80.0802772","1"
"445","NeedGoogleMapsAPIKey","40.5516256","-80.0804467","1"
"446","NeedGoogleMapsAPIKey","40.5526882","-80.082306","1"
"447","NeedGoogleMapsAPIKey","40.5512615","-80.0798155","1"
"448","NeedGoogleMapsAPIKey","40.5513993","-80.0794631","1"
"449","NeedGoogleMapsAPIKey","40.5524415","-80.0797451","1"
"450","NeedGoogleMapsAPIKey","40.5516331","-80.0788626","1"
"451","NeedGoogleMapsAPIKey","40.5518833","-80.0795807","1"
"452","NeedGoogleMapsAPIKey","40.5516607","-80.0804417","1"
"453","NeedGoogleMapsAPIKey","40.5654417","-80.1082022","1"
"454","NeedGoogleMapsAPIKey","40.5650754","-80.1056216","1"
"455","NeedGoogleMapsAPIKey","40.5648939","-80.1067777","1"
"456","NeedGoogleMapsAPIKey","40.565748","-80.1063766","1"
"457","NeedGoogleMapsAPIKey","40.5655855","-80.1087162","1"
"458","NeedGoogleMapsAPIKey","40.5654963","-80.1085649","1"
"459","NeedGoogleMapsAPIKey","40.5657225","-80.1075295","1"
"460","NeedGoogleMapsAPIKey","40.5676661","-80.1060437","1"
"461","NeedGoogleMapsAPIKey","40.5655161","-80.1056429","1"
"462","NeedGoogleMapsAPIKey","40.5656319","-80.1088177","1"
"463","NeedGoogleMapsAPIKey","40.567251","-80.1068716","1"
"464","NeedGoogleMapsAPIKey","40.5668067","-80.1050807","1"
"465","NeedGoogleMapsAPIKey","40.5657897","-80.1069421","1"
"466","NeedGoogleMapsAPIKey","40.5655711","-80.1078528","1"
"467","NeedGoogleMapsAPIKey","40.5646177","-80.1075636","1"
"468","NeedGoogleMapsAPIKey","40.5657432","-80.1090182","1"
"469","NeedGoogleMapsAPIKey","40.5648926","-80.1063874","1"
"470","NeedGoogleMapsAPIKey","40.5656885","-80.107613","1"
"471","NeedGoogleMapsAPIKey","40.5653263","-80.1062376","1"
"472","NeedGoogleMapsAPIKey","40.5654136","-80.1067066","1"
"473","NeedGoogleMapsAPIKey","40.5672441","-80.1073222","1"
"474","NeedGoogleMapsAPIKey","40.5645482","-80.1075733","1"
"475","NeedGoogleMapsAPIKey","40.5655073","-80.1080412","1"
"476","NeedGoogleMapsAPIKey","40.5654583","-80.1070046","1"
"477","NeedGoogleMapsAPIKey","40.5652701","-80.1076487","1"
"1","Avonworth HS","40.530617","-80.077484"
