"Avonworth School District","1","510","50","50"
"402","NeedGoogleMapsAPIKey","40.5523576","-80.0796822","1"
"403","NeedGoogleMapsAPIKey","40.5513468","-80.0793499","1"
"404","NeedGoogleMapsAPIKey","40.5522003","-80.0826166","1"
"405","NeedGoogleMapsAPIKey","40.5517374","-80.0803161","1"
"406","NeedGoogleMapsAPIKey","40.5519468","-80.0802701","1"
"407","NeedGoogleMapsAPIKey","40.551328","-80.0803533","1"
"408","NeedGoogleMapsAPIKey","40.5512047","-80.0787895","1"
"409","NeedGoogleMapsAPIKey","40.5517159","-80.0786437","1"
"410","NeedGoogleMapsAPIKey","40.5519139","-80.0802772","1"
"411","NeedGoogleMapsAPIKey","40.5518819","-80.0797464","1"
"412","NeedGoogleMapsAPIKey","40.5524362","-80.0796817","1"
"413","NeedGoogleMapsAPIKey","40.551072","-80.0788805","1"
"414","NeedGoogleMapsAPIKey","40.5512903","-80.0787918","1"
"415","NeedGoogleMapsAPIKey","40.5510417","-80.0787644","1"
"416","NeedGoogleMapsAPIKey","40.5513319","-80.0798172","1"
"417","NeedGoogleMapsAPIKey","40.5512835","-80.0789027","1"
"418","NeedGoogleMapsAPIKey","40.5518833","-80.0795807","1"
"419","NeedGoogleMapsAPIKey","40.5516256","-80.0804467","1"
"420","NeedGoogleMapsAPIKey","40.5518202","-80.0802995","1"
"421","NeedGoogleMapsAPIKey","40.5513878","-80.0798113","1"
"422","NeedGoogleMapsAPIKey","40.5519627","-80.079665","1"
"423","NeedGoogleMapsAPIKey","40.5516331","-80.0788626","1"
"424","NeedGoogleMapsAPIKey","40.5519607","-80.0803799","1"
"425","NeedGoogleMapsAPIKey","40.5526882","-80.082306","1"
"426","NeedGoogleMapsAPIKey","40.5508548","-80.0788241","1"
"427","NeedGoogleMapsAPIKey","40.5513811","-80.0804628","1"
"428","NeedGoogleMapsAPIKey","40.5515823","-80.0787687","1"
"429","NeedGoogleMapsAPIKey","40.55147","-80.0794587","1"
"430","NeedGoogleMapsAPIKey","40.5523548","-80.0799093","1"
"431","NeedGoogleMapsAPIKey","40.5524326","-80.0799599","1"
"432","NeedGoogleMapsAPIKey","40.5519355","-80.0796378","1"
"433","NeedGoogleMapsAPIKey","40.5513233","-80.078798","1"
"434","NeedGoogleMapsAPIKey","40.5510788","-80.0787696","1"
"435","NeedGoogleMapsAPIKey","40.5514175","-80.080356","1"
"436","NeedGoogleMapsAPIKey","40.550807","-80.0787394","1"
"437","NeedGoogleMapsAPIKey","40.5512713","-80.0794424","1"
"438","NeedGoogleMapsAPIKey","40.5657225","-80.1075295","1"
"439","NeedGoogleMapsAPIKey","40.5656475","-80.1076993","1"
"440","NeedGoogleMapsAPIKey","40.5657601","-80.1064647","1"
"441","NeedGoogleMapsAPIKey","40.5656377","-80.1059043","1"
"442","NeedGoogleMapsAPIKey","40.5645482","-80.1075733","1"
"443","NeedGoogleMapsAPIKey","40.5676495","-80.1071988","1"
"444","NeedGoogleMapsAPIKey","40.5648311","-80.1073413","1"
"445","NeedGoogleMapsAPIKey","40.5649593","-80.1050141","1"
"446","NeedGoogleMapsAPIKey","40.5654278","-80.1068069","1"
"447","NeedGoogleMapsAPIKey","40.5651204","-80.1080514","1"
"448","NeedGoogleMapsAPIKey","40.5654689","-80.1081124","1"
"449","NeedGoogleMapsAPIKey","40.5666234","-80.105025","1"
"450","NeedGoogleMapsAPIKey","40.5654136","-80.1067066","1"
"451","NeedGoogleMapsAPIKey","40.5671552","-80.1054136","1"
"452","NeedGoogleMapsAPIKey","40.5648328","-80.1052214","1"
"453","NeedGoogleMapsAPIKey","40.5676393","-80.1075436","1"
"454","NeedGoogleMapsAPIKey","40.5657897","-80.1069421","1"
"455","NeedGoogleMapsAPIKey","40.5648691","-80.1070583","1"
"456","NeedGoogleMapsAPIKey","40.5657945","-80.1091017","1"
"457","NeedGoogleMapsAPIKey","40.5648718","-80.1061005","1"
"458","NeedGoogleMapsAPIKey","40.5655631","-80.1057171","1"
"459","NeedGoogleMapsAPIKey","40.5657754","-80.1067389","1"
"460","NeedGoogleMapsAPIKey","40.5672537","-80.1061699","1"
"461","NeedGoogleMapsAPIKey","40.5655855","-80.1087162","1"
"462","NeedGoogleMapsAPIKey","40.5655711","-80.1078528","1"
"463","NeedGoogleMapsAPIKey","40.565804","-80.1070333","1"
"464","NeedGoogleMapsAPIKey","40.567251","-80.1068716","1"
"465","NeedGoogleMapsAPIKey","40.5650825","-80.1084242","1"
"466","NeedGoogleMapsAPIKey","40.5654448","-80.1084874","1"
"467","NeedGoogleMapsAPIKey","40.5650829","-80.1081478","1"
"468","NeedGoogleMapsAPIKey","40.5676542","-80.106966","1"
"469","NeedGoogleMapsAPIKey","40.5672486","-80.1071015","1"
"470","NeedGoogleMapsAPIKey","40.5650709","-80.1083119","1"
"471","NeedGoogleMapsAPIKey","40.5655161","-80.1056429","1"
"472","NeedGoogleMapsAPIKey","40.5655983","-80.1058","1"
"473","NeedGoogleMapsAPIKey","40.5650754","-80.1056216","1"
"474","NeedGoogleMapsAPIKey","40.5648906","-80.1064872","1"
"475","NeedGoogleMapsAPIKey","40.5648489","-80.1071483","1"
"476","NeedGoogleMapsAPIKey","40.567","-80.1052176","1"
"477","NeedGoogleMapsAPIKey","40.5655073","-80.1080412","1"
"478","NeedGoogleMapsAPIKey","40.5649297","-80.1055287","1"
"479","NeedGoogleMapsAPIKey","40.5672071","-80.1088179","1"
"480","NeedGoogleMapsAPIKey","40.5654963","-80.1085649","1"
"481","NeedGoogleMapsAPIKey","40.5652701","-80.1076487","1"
"482","NeedGoogleMapsAPIKey","40.5648423","-80.1072419","1"
"483","NeedGoogleMapsAPIKey","40.5654297","-80.1054704","1"
"484","NeedGoogleMapsAPIKey","40.5677642","-80.1079438","1"
"485","NeedGoogleMapsAPIKey","40.5651526","-80.1079803","1"
"486","NeedGoogleMapsAPIKey","40.5657036","-80.1061784","1"
"487","NeedGoogleMapsAPIKey","40.5648926","-80.1063874","1"
"488","NeedGoogleMapsAPIKey","40.567652","-80.1065091","1"
"489","NeedGoogleMapsAPIKey","40.5655392","-80.1079455","1"
"490","NeedGoogleMapsAPIKey","40.5654839","-80.1048483","1"
"491","NeedGoogleMapsAPIKey","40.5676589","-80.1062825","1"
"492","NeedGoogleMapsAPIKey","40.5649683","-80.1049145","1"
"493","NeedGoogleMapsAPIKey","40.5649548","-80.1051198","1"
"494","NeedGoogleMapsAPIKey","40.5658858","-80.1092622","1"
"495","NeedGoogleMapsAPIKey","40.5653263","-80.1062376","1"
"496","NeedGoogleMapsAPIKey","40.5648936","-80.1066809","1"
"497","NeedGoogleMapsAPIKey","40.5648895","-80.1068804","1"
"498","NeedGoogleMapsAPIKey","40.5653837","-80.1073925","1"
"499","NeedGoogleMapsAPIKey","40.5648456","-80.1059151","1"
"500","NeedGoogleMapsAPIKey","40.565748","-80.1063766","1"
"501","NeedGoogleMapsAPIKey","40.5654834","-80.105551","1"
"502","NeedGoogleMapsAPIKey","40.5653133","-80.1075624","1"
"503","NeedGoogleMapsAPIKey","40.5651529","-80.1057846","1"
"504","NeedGoogleMapsAPIKey","40.5652305","-80.1077774","1"
"505","NeedGoogleMapsAPIKey","40.5664461","-80.1050097","1"
"506","NeedGoogleMapsAPIKey","40.565727","-80.106279","1"
"507","NeedGoogleMapsAPIKey","40.56765","-80.1067178","1"
"508","NeedGoogleMapsAPIKey","40.5657718","-80.106568","1"
"509","NeedGoogleMapsAPIKey","40.5672528","-80.1075736","1"
"510","NeedGoogleMapsAPIKey","40.5672441","-80.1073222","1"
"1","Avonworth El Sch","40.5411","-80.09532"
